event_definition,coding_system,code,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_original
Malignant tumor,SNOMEDCT_US,94675003,Secondary malignant neoplasm of vermilion border of upper lip (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94675003
Malignant tumor,SNOMEDCT_US,94676002,Secondary malignant neoplasm of vestibule of mouth (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94676002
Malignant tumor,SNOMEDCT_US,94677006,Secondary malignant neoplasm of vestibule of nose (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94677006
Malignant tumor,SNOMEDCT_US,94678001,Secondary malignant neoplasm of visceral pleura (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94678001
Malignant tumor,SNOMEDCT_US,94679009,Secondary malignant neoplasm of vocal cord (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94679009
Malignant tumor,SNOMEDCT_US,94680007,Secondary malignant neoplasm of vomer (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94680007
Malignant tumor,SNOMEDCT_US,94681006,Secondary malignant neoplasm of vulva (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94681006
Malignant tumor,SNOMEDCT_US,94682004,Secondary malignant neoplasm of Waldeyer-s ring (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94682004
Malignant tumor,SNOMEDCT_US,94683009,Secondary malignant neoplasm of zygomatic bone (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94683009
Malignant tumor,SNOMEDCT_US,94686001,Mixed cell type lymphosarcoma of intra-abdominal lymph nodes (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,94686001
Malignant tumor,SNOMEDCT_US,94687005,Mixed cell type lymphosarcoma of intrapelvic lymph nodes (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,94687005
Malignant tumor,SNOMEDCT_US,94688000,Mixed cell type lymphosarcoma of intrathoracic lymph nodes (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,94688000
Malignant tumor,SNOMEDCT_US,94690004,Mixed cell type lymphosarcoma of lymph nodes of head- face- and neck (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,94690004
Malignant tumor,SNOMEDCT_US,94704006,Multiple myeloma in remission (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,94704006
Malignant tumor,SNOMEDCT_US,94707004,Mycosis fungoides of intra-abdominal lymph nodes (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,94707004
Malignant tumor,SNOMEDCT_US,94708009,Mycosis fungoides of intrapelvic lymph nodes (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,94708009
Malignant tumor,SNOMEDCT_US,94709001,Mycosis fungoides of intrathoracic lymph nodes (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,94709001
Malignant tumor,SNOMEDCT_US,94710006,Mycosis fungoides of lymph nodes of axilla AND-OR upper limb (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,94710006
Malignant tumor,SNOMEDCT_US,94711005,Mycosis fungoides of lymph nodes of head- face AND-OR neck (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,94711005
Malignant tumor,SNOMEDCT_US,94712003,Mycosis fungoides of lymph nodes of inguinal region AND-OR lower limb (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,94712003
Malignant tumor,SNOMEDCT_US,94714002,Mycosis fungoides of spleen (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,94714002
Malignant tumor,SNOMEDCT_US,94715001,Mycosis fungoides of extranodal AND-OR solid organ site (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,94715001
Malignant tumor,SNOMEDCT_US,94716000,Myeloid leukemia in remission (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,94716000
Malignant tumor,SNOMEDCT_US,94718004,Myeloid sarcoma in remission (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,94718004
Malignant tumor,SNOMEDCT_US,94719007,Myeloid sarcoma- disease (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,94719007
Malignant tumor,SNOMEDCT_US,95186006,Nodular lymphoma of intra-abdominal lymph nodes (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,95186006
Malignant tumor,SNOMEDCT_US,95187002,Nodular lymphoma of intrapelvic lymph nodes (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,95187002
Malignant tumor,SNOMEDCT_US,95188007,Nodular lymphoma of intrathoracic lymph nodes (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,95188007
Malignant tumor,SNOMEDCT_US,95192000,Nodular lymphoma of lymph nodes of multiple sites (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,95192000
Malignant tumor,SNOMEDCT_US,95193005,Nodular lymphoma of spleen (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,95193005
Malignant tumor,SNOMEDCT_US,95194004,Nodular lymphoma of extranodal AND-OR solid organ site (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,95194004
Malignant tumor,SNOMEDCT_US,95209008,Plasma cell leukemia in remission (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,95209008
Malignant tumor,SNOMEDCT_US,95210003,Plasma cell leukemia- disease (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,95210003
Malignant tumor,SNOMEDCT_US,95214007,Primary malignant neoplasm of liver (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,95214007
Malignant tumor,SNOMEDCT_US,95224004,Reticulosarcoma of intra-abdominal lymph nodes (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,95224004
Malignant tumor,SNOMEDCT_US,95225003,Reticulosarcoma of intrapelvic lymph nodes (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,95225003
Malignant tumor,SNOMEDCT_US,95226002,Reticulosarcoma of intrathoracic lymph nodes (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,95226002
Malignant tumor,SNOMEDCT_US,95230004,Reticulosarcoma of lymph nodes of multiple sites (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,95230004
Malignant tumor,SNOMEDCT_US,95231000,Reticulosarcoma of spleen (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,95231000
Malignant tumor,SNOMEDCT_US,95260009,Sézary-s disease of lymph nodes of head- face AND-OR neck (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,95260009
Malignant tumor,SNOMEDCT_US,95261008,Sézary-s disease of lymph nodes of inguinal region AND-OR lower limb (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,95261008
Malignant tumor,SNOMEDCT_US,95263006,Sézary-s disease of spleen (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,95263006
Malignant tumor,SNOMEDCT_US,95264000,Sézary-s disease of extranodal AND-OR solid organ site (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,95264000
Malignant tumor,SNOMEDCT_US,109264009,Overlapping malignant neoplasm of skin (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109264009
Malignant tumor,SNOMEDCT_US,109267002,Overlapping malignant melanoma of skin (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109267002
Malignant tumor,SNOMEDCT_US,109347009,Overlapping malignant neoplasm of bone and articular cartilage (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109347009
Malignant tumor,SNOMEDCT_US,109348004,Overlapping malignant neoplasm of bone and articular cartilage of limbs (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109348004
Malignant tumor,SNOMEDCT_US,109349007,Overlapping malignant neoplasm of soft tissues (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109349007
Malignant tumor,SNOMEDCT_US,109356001,Primary malignant neoplasm of unspecified site (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109356001
Malignant tumor,SNOMEDCT_US,109357005,Primary malignant neoplasm of ill-defined site (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109357005
Malignant tumor,SNOMEDCT_US,109358000,Overlapping malignant neoplasm of ill-defined site (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109358000
Malignant tumor,SNOMEDCT_US,109359008,Primary malignant neoplasm of independent multiple sites (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109359008
Malignant tumor,SNOMEDCT_US,109366009,Overlapping malignant neoplasm of accessory sinuses (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109366009
Malignant tumor,SNOMEDCT_US,109367000,Overlapping malignant neoplasm of nasopharynx (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109367000
Malignant tumor,SNOMEDCT_US,109368005,Overlapping malignant neoplasm of hypopharynx (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109368005
Malignant tumor,SNOMEDCT_US,109369002,Overlapping malignant neoplasm of larynx (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109369002
Malignant tumor,SNOMEDCT_US,109370001,Primary malignant neoplasm of laryngeal cartilage (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109370001
Malignant tumor,SNOMEDCT_US,109371002,Overlapping malignant neoplasm of bronchus and lung (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109371002
Malignant tumor,SNOMEDCT_US,109374005,Overlapping malignant neoplasm of mediastinum and pleura (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109374005
Malignant tumor,SNOMEDCT_US,109378008,Mesothelioma (malignant- clinical disorder) (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109378008
Malignant tumor,SNOMEDCT_US,109383000,Malignant mesothelioma of pericardium (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109383000
Malignant tumor,SNOMEDCT_US,109384006,Overlapping malignant neoplasm of heart- mediastinum and pleura (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109384006
Malignant tumor,SNOMEDCT_US,109385007,Kaposi-s sarcoma (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109385007
Malignant tumor,SNOMEDCT_US,109386008,Kaposi-s sarcoma of skin (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109386008
Malignant tumor,SNOMEDCT_US,109388009,Kaposi-s sarcoma of palate (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109388009
Malignant tumor,SNOMEDCT_US,109389001,Kaposi-s sarcoma of gastrointestinal tract (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109389001
Malignant tumor,SNOMEDCT_US,109390005,Kaposi-s sarcoma of lung (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109390005
Malignant tumor,SNOMEDCT_US,109391009,Kaposi-s sarcoma of lymph nodes (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109391009
Malignant tumor,SNOMEDCT_US,109392002,Kaposi-s sarcoma of multiple organs (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109392002
Malignant tumor,SNOMEDCT_US,109821008,Overlapping malignant neoplasm of gastrointestinal tract (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109821008
Malignant tumor,SNOMEDCT_US,109822001,Overlapping malignant neoplasm of lip (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109822001
Malignant tumor,SNOMEDCT_US,109823006,Overlapping malignant neoplasm of tongue (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109823006
Malignant tumor,SNOMEDCT_US,109824000,Overlapping malignant neoplasm of major salivary gland (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109824000
Malignant tumor,SNOMEDCT_US,109828002,Primary malignant neoplasm of salivary gland duct (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109828002
Malignant tumor,SNOMEDCT_US,109830000,Overlapping malignant neoplasm of floor of mouth (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109830000
Malignant tumor,SNOMEDCT_US,109831001,Overlapping malignant neoplasm of palate (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109831001
Malignant tumor,SNOMEDCT_US,109832008,Overlapping malignant neoplasm of oropharynx (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109832008
Malignant tumor,SNOMEDCT_US,109833003,Overlapping malignant neoplasm of lip- oral cavity and-or pharynx (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109833003
Malignant tumor,SNOMEDCT_US,109834009,Primary malignant neoplasm of branchial cleft (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109834009
Malignant tumor,SNOMEDCT_US,109835005,Overlapping malignant neoplasm of esophagus (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109835005
Malignant tumor,SNOMEDCT_US,109836006,Overlapping malignant neoplasm of stomach (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109836006
Malignant tumor,SNOMEDCT_US,109837002,Overlapping malignant neoplasm of small intestine (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109837002
Malignant tumor,SNOMEDCT_US,109838007,Overlapping malignant neoplasm of colon (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109838007
Malignant tumor,SNOMEDCT_US,109839004,Overlapping malignant neoplasm of rectum- anus and anal canal (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109839004
Malignant tumor,SNOMEDCT_US,109840002,Primary malignant neoplasm of cloacogenic zone (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109840002
Malignant tumor,SNOMEDCT_US,109841003,Liver cell carcinoma (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109841003
Malignant tumor,SNOMEDCT_US,109842005,Intrahepatic bile duct carcinoma (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109842005
Malignant tumor,SNOMEDCT_US,109843000,Hepatoblastoma (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109843000
Malignant tumor,SNOMEDCT_US,109844006,Angiosarcoma of liver (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109844006
Malignant tumor,SNOMEDCT_US,109847004,Overlapping malignant neoplasm of biliary tract (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109847004
Malignant tumor,SNOMEDCT_US,109848009,Overlapping malignant neoplasm of pancreas (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109848009
Malignant tumor,SNOMEDCT_US,109851002,Overlapping malignant neoplasm of retroperitoneum and peritoneum (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109851002
Malignant tumor,SNOMEDCT_US,109853004,Malignant mesothelioma of peritoneum (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109853004
Malignant tumor,SNOMEDCT_US,109854005,Malignant mesothelioma of parietal peritoneum (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109854005
Malignant tumor,SNOMEDCT_US,109855006,Malignant mesothelioma of pelvic peritoneum (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109855006
Malignant tumor,SNOMEDCT_US,109856007,Malignant mesothelioma of mesentery (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109856007
Malignant tumor,SNOMEDCT_US,109858008,Malignant mesothelioma of omentum (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109858008
Malignant tumor,SNOMEDCT_US,109870007,Overlapping malignant neoplasm of urinary system (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109870007
Malignant tumor,SNOMEDCT_US,109874003,Overlapping malignant neoplasm of male genital organs (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109874003
Malignant tumor,SNOMEDCT_US,109875002,Overlapping malignant neoplasm of penis (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109875002
Malignant tumor,SNOMEDCT_US,109876001,Primary malignant neoplasm of descended testis (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109876001
Malignant tumor,SNOMEDCT_US,109878000,Overlapping malignant neoplasm of female genital organs (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109878000
Malignant tumor,SNOMEDCT_US,109879008,Overlapping malignant neoplasm of body of uterus (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109879008
Malignant tumor,SNOMEDCT_US,109880006,Overlapping malignant neoplasm of uterine cervix (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109880006
Malignant tumor,SNOMEDCT_US,109882003,Primary malignant neoplasm of fundus uteri (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109882003
Malignant tumor,SNOMEDCT_US,109885001,Overlapping malignant neoplasm of vulva (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109885001
Malignant tumor,SNOMEDCT_US,109886000,Overlapping malignant neoplasm of female breast (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109886000
Malignant tumor,SNOMEDCT_US,109887009,Overlapping malignant neoplasm of male breast (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109887009
Malignant tumor,SNOMEDCT_US,109911004,Overlapping malignant neoplasm of brain and other parts of the central nervous system (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109911004
Malignant tumor,SNOMEDCT_US,109912006,Overlapping malignant neoplasm of brain (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109912006
Malignant tumor,SNOMEDCT_US,109915008,Primary malignant neoplasm of meninges (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109915008
Malignant tumor,SNOMEDCT_US,109918005,Primary malignant neoplasm of peripheral nerves and peripheral autonomic nervous system (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109918005
Malignant tumor,SNOMEDCT_US,109919002,Overlapping malignant neoplasm of peripheral nerves and autonomic nervous system (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109919002
Malignant tumor,SNOMEDCT_US,109921007,Primary malignant neoplasm of peripheral nerve of head- face and-or neck (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109921007
Malignant tumor,SNOMEDCT_US,109923005,Primary malignant neoplasm of peripheral nerves of head (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109923005
Malignant tumor,SNOMEDCT_US,109925003,Primary malignant neoplasm of peripheral nerves of face (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109925003
Malignant tumor,SNOMEDCT_US,109927006,Primary malignant neoplasm of peripheral nerves of neck (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109927006
Malignant tumor,SNOMEDCT_US,109931000,Primary malignant neoplasm of peripheral nerves of upper limb (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109931000
Malignant tumor,SNOMEDCT_US,109933002,Primary malignant neoplasm of peripheral nerves of shoulder (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109933002
Malignant tumor,SNOMEDCT_US,109937001,Primary malignant neoplasm of peripheral nerves of lower limb (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109937001
Malignant tumor,SNOMEDCT_US,109939003,Primary malignant neoplasm of peripheral nerves of hip (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109939003
Malignant tumor,SNOMEDCT_US,109941002,Primary malignant neoplasm of peripheral nerves of thorax (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109941002
Malignant tumor,SNOMEDCT_US,109943004,Primary malignant neoplasm of peripheral nerves of abdomen (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109943004
Malignant tumor,SNOMEDCT_US,109945006,Primary malignant neoplasm of peripheral nerves of pelvis region (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109945006
Malignant tumor,SNOMEDCT_US,109947003,Primary malignant neoplasm of peripheral nerves of trunk (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109947003
Malignant tumor,SNOMEDCT_US,109948008,Overlapping malignant neoplasm of eye and adnexa- primary (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109948008
Malignant tumor,SNOMEDCT_US,109951001,Overlapping malignant neoplasm of multiple endocrine glands (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109951001
Malignant tumor,SNOMEDCT_US,109962001,Diffuse non-Hodgkin-s lymphoma (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109962001
Malignant tumor,SNOMEDCT_US,109964000,Diffuse non-Hodgkin-s lymphoma- undifferentiated (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109964000
Malignant tumor,SNOMEDCT_US,109965004,Diffuse non-Hodgkin-s lymphoma- lymphoblastic (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109965004
Malignant tumor,SNOMEDCT_US,109966003,Diffuse non-Hodgkin-s lymphoma- immunoblastic (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109966003
Malignant tumor,SNOMEDCT_US,109967007,Diffuse non-Hodgkin-s lymphoma- small cleaved cell (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109967007
Malignant tumor,SNOMEDCT_US,109968002,Diffuse non-Hodgkin-s lymphoma- small cell (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109968002
Malignant tumor,SNOMEDCT_US,109969005,Diffuse non-Hodgkin-s lymphoma- large cell (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109969005
Malignant tumor,SNOMEDCT_US,109970006,Follicular non-Hodgkin-s lymphoma- small cleaved cell (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109970006
Malignant tumor,SNOMEDCT_US,109971005,Follicular non-Hodgkin-s lymphoma- mixed small cleaved cell and large cell (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109971005
Malignant tumor,SNOMEDCT_US,109972003,Follicular non-Hodgkin-s lymphoma- large cell (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109972003
Malignant tumor,SNOMEDCT_US,109975001,T-zone lymphoma (disorder),"","",narrow,Onc,MALIGNANTTUMOR,CH,109975001
